,Date,User,Tweet
34,2018-01-06 08:06:05+00:00,443953ba25cf41f,"@vijayrupanibjp Very gentlemanly way of snubbing HADIK, JIGNESH ETC.
YES, BJP should help Patidars like this and tell them Modi is for Dalits and backwsrd classes.
DALITS AND PATIDARS ARE OUR FRIENDS."
35,2018-01-06 07:55:53+00:00,Dlrajput1,@vijayrupanibjp Welcome sir g
36,2018-01-06 07:14:18+00:00,iam_Politician,@vijayrupanibjp Even Election can be win without public support. If he may decide.
37,2018-01-06 07:02:56+00:00,multiversals,@vijayrupanibjp kindly clear your stand ..is BJP supporting parents or backing up industrialists doing business of education in Gujarat
38,2018-01-06 06:55:32+00:00,electivenow,@vijayrupanibjp But sir Y is the Government of India not deciding to do anything about leftists on whom we have proof of misconduct.scammers on whom v have evidence.judiciary is complaining of sluggish approve of cbi.y Pak is not declared a terrorist state by Indian.remove them from most favored
39,2018-01-06 06:53:56+00:00,multiversals,@vijayrupanibjp are you willing to flag off the marathon organised by people who have went to court against the BJP Govt and cheat the parents who voted for BJP in recent elections ?
40,2018-01-06 06:53:24+00:00,YatikY,@vijayrupanibjp sir u should come out of shadow of @narendramodi .99 is near loss.concetrate on gujrat &amp; gujray bjp organisation.analyse why target of 150 not achieved.2019 is not far.
41,2018-01-06 06:52:38+00:00,rajpatel743,@vijayrupanibjp We ppl want to do for our country but corruption ruins us to go ahead so we can't.
42,2018-01-06 06:51:27+00:00,ShammiK35286334,@vijayrupanibjp If he do lots of effort  to his work ? Nothing  is impossible
43,2018-01-06 06:44:58+00:00,multiversals,@vijayrupanibjp this is the chance to show to all parents that govt of gujarat is with parents not few Industrialist doing business of Education for Profit ...or else parents wont ever forgive you &amp; BJP in 2019 #vadodaraMarathon
44,2018-01-06 06:33:41+00:00,multiversals,"@vijayrupanibjp stay away from flagging off the vadodara marathon and showing your indirect support to the business owners running educational shops in Vadodara and looting parents, have some empathy towards parents"
45,2018-01-06 05:56:25+00:00,Ashwinbhai20,"@vijayrupanibjp Proud of Patidar and proud for Gujarat"" https://t.co/hAVfyH6WEK"
46,2018-01-06 05:42:28+00:00,Ramesh24307658,@vijayrupanibjp Congratulations 💐💐💐💐
47,2018-01-06 05:21:15+00:00,HirenRaithatha,@vijayrupanibjp a Very good step this very much essential. From when this will me mandatory? https://t.co/KeQcqVvygx
48,2018-01-06 05:04:51+00:00,RGGAAF,@vijayrupanibjp @narendramodi I hope a sincere form of govt accountable ! Babu's will rely with GOVT policy in time and evolution ?
49,2018-01-06 04:28:02+00:00,rohitCkumar,@vijayrupanibjp Hello sir. Schools are not following high court order...They are not ready to decrease fees https://t.co/Z1f2ARmCSa
50,2018-01-06 04:25:21+00:00,rohitCkumar,@vijayrupanibjp @BJP4India Schools monopoly...After high court order but they keep increasing schools fees https://t.co/sXY6aqCzzb
51,2018-01-06 03:04:15+00:00,PatKiranbhai,"@vijayrupanibjp ji why Gujarat electricity costly when generate in Gujarat , sir tons of coal utilise in morbi coal gasifier without bill and gov lose revenue and give CANCER to Gujarati citizen , any role of importing coal bill in electricity prise ? @jigneshmevani80 @CMOGuj"
52,2018-01-06 03:02:17+00:00,mitulshah009,"@vijayrupanibjp @CMOGuj  appreciate your view 4 making #gujarati compulsory. Make all Dept n Institutes, hospitals, Courts to adopt it- will boost demand n edu system wil come fwd"
53,2018-01-06 02:56:20+00:00,BijalDe89955483,@vijayrupanibjp @BJP4Gujarat @narendramodi @AmitShah Congratulations sir
54,2018-01-06 01:58:22+00:00,DndaveHowru,@vijayrupanibjp It is better to take a broom and clean Gujarat than to support such an events which establish that they (patidars) are the only one who contribute to development. This is just to please certain Mantris and Patidars. Don't waste public money by arranging such events.
55,2018-01-05 19:29:57+00:00,pratik9804,@vijayrupanibjp I want job in good organisation
56,2018-01-05 18:40:17+00:00,AjaySin78534760,@vijayrupanibjp @narendramodi @PMOIndia Honourable Minister Sushma Swaraj has time to pay attention at the problem of (N)Pakistanis people But not for own country's DIVYANG PEOPLE.Looks like she searches only pakistan's people problem on TWITTER.I put a problem of Divyang people against her.But she did not reply yet.
57,2018-01-05 18:25:01+00:00,krupal_chauhan,"@vijayrupanibjp Very good initiative for business and development, 
Patidars are hard working,  brave and Risk taking that's why they are developing society, @narendramodi @republic @RajatSharmaLive @SirPareshRawal @AmitThakerBJP @Guru13313424 @AmitShah 
They don't require any AAndolan Protest"
58,2018-01-05 17:09:03+00:00,najmera2179,@vijayrupanibjp It should be global gujarati business summit.🙏🏻🙏🏻
59,2018-01-05 16:58:18+00:00,rakeshb72,@vijayrupanibjp @HardikPatel_ any inputs from your side......
60,2018-01-05 16:27:10+00:00,1f74770fd17e47c,"@vijayrupanibjp I am proud of myself that I am a citizen of Gujarat where you are like CM. 
Jay Swami narayan"
61,2018-01-05 16:26:16+00:00,PatKiranbhai,@vijayrupanibjp @vijayrupanibjp you talk good pls smell coal tar for 10 min which is generated by coal gasifier morbi if you smell that for 10 min you pls allow coal gasifier in India . Talking diff sir pls do something . @PMOIndia @INCGujarat @HardikPatel_ @jigneshmevani80 @ChaudhryShankar you?
62,2018-01-05 16:03:06+00:00,sauhem26,@vijayrupanibjp 🏦🏬 Great Work 🏢👍 https://t.co/ZAiFUlVuGB
63,2018-01-05 16:01:17+00:00,iSumitjoshi,@vijayrupanibjp SIR Now your work will represent 2019 votes as now @PMOIndia  make his face to win Gujurat Election
64,2018-01-05 15:48:36+00:00,Charelnareshku1,@vijayrupanibjp Good
65,2018-01-05 15:35:38+00:00,hardu18,"@vijayrupanibjp @PMOIndia @AmitShahOffice CM of Gujarat, one side organizaor of Vadodara Marathon is fighting against GoG in high court against fees regulations Act, another side  you will do flag off of Marathon."
66,2018-01-05 15:29:19+00:00,SobhaSingh10,@vijayrupanibjp @narendramodi Congrats sir
67,2018-01-05 15:23:16+00:00,punitpunjab,"@vijayrupanibjp 

Dear sir . It's good for us school fees control by govt. But from school send mail us to . Kindly sufficient balance in your Accout for quater 4. So sir wht to do. Your decision is too good but school didn't change anything."
68,2018-01-05 14:48:54+00:00,7HLp3hZWBseEwvH,"@vijayrupanibjp Ranjit call Whatsapp Modi 
9205704832 https://t.co/AKGg8IxnAD"
69,2018-01-05 14:42:01+00:00,7HLp3hZWBseEwvH,"@vijayrupanibjp Ranjit call Whatsapp  92057048329205704832m
Ok https://t.co/H0hdcwvpba"
70,2018-01-05 13:45:18+00:00,Kumar6520,"@vijayrupanibjp @Dev_Fadnavis ,keep 100 of police around jignesh mevani a day light another anarchist ,to control his  venom on society..."
71,2018-01-05 12:09:06+00:00,Shiba13552,"@vijayrupanibjp Sir,we got result from gpsc three months back ,on September 2017 and till now DTE (department of technical education) not giving order ?"
72,2018-01-05 10:55:03+00:00,Kiranshinhdeva1,@vijayrupanibjp Good
73,2018-01-05 10:27:49+00:00,sparkhi,"@vijayrupanibjp shouldn't have been Gujarat CM again. #BJP should have chosen a person for whom, @narendramodi and @AmitShah shouldn't be required to sweat their hearts out in 2022 election. He should get re-elected based on his own work and image. Rupani ji doesn't fit into this"
74,2018-01-05 09:54:10+00:00,bhow_saurin,@vijayrupanibjp I am eager to support government HSRP movement but since 30 mins see the attachment. Request you to first set system https://t.co/brmft93qPZ
75,2018-01-05 08:55:18+00:00,builddipl,@vijayrupanibjp many problems of network of all companies #vodafone #airtel #jio #idea all taking all charges for using their service but no one providing uninterrupted services.. pls take some actions on them.
76,2018-01-05 08:00:33+00:00,hb2708,@vijayrupanibjp waiting for your positive response!!!! With respect Jayhind https://t.co/Sqiz6xiJz5
77,2018-01-05 07:45:10+00:00,Bhagira77812555,@vijayrupanibjp Very good news ji
78,2018-01-05 07:12:31+00:00,aamin7876,@vijayrupanibjp Hello Sir i have raised the complaints in AMC but without contact they cls the same pls do the needful
79,2018-01-05 06:10:56+00:00,hpshetty317,"@vijayrupanibjp Namaste,still shifting vejalpur bus stand pending creating traffic issues and adding trouble by illegal shop Owens occupy the footpath"
80,2018-01-05 06:05:24+00:00,DevpuraPavan,@vijayrupanibjp Middle class nu su tase sir
81,2018-01-05 05:50:13+00:00,GohilVikramsin6,@vijayrupanibjp Confidential
82,2018-01-05 05:44:05+00:00,LukmanKothawala,@vijayrupanibjp Thank you
83,2018-01-05 05:43:01+00:00,LukmanKothawala,@vijayrupanibjp There may be more income to traffic police if pankorenaka char rasta ahmedabad is without vendors
84,2018-01-05 05:33:12+00:00,NilesHp56219639,@vijayrupanibjp Very good sir
85,2018-01-05 05:19:28+00:00,Umeshku65366045,@vijayrupanibjp Absolutely Right sir
86,2018-01-05 04:50:04+00:00,PAlpesh2,@vijayrupanibjp Hello
87,2018-01-05 04:36:33+00:00,Chaudha51693195,@vijayrupanibjp Congratulations sir
88,2018-01-05 04:14:10+00:00,shailesh9879,"@vijayrupanibjp please cm sir start granted schools teachers bharti process again and give us justice it's our humble request...without reson after 4th round bharti process stopped please start 5th round soon
."
89,2018-01-05 04:06:53+00:00,NilChadni1,@vijayrupanibjp Good step taken for you.
90,2018-01-05 03:38:41+00:00,sunilddesai,"@vijayrupanibjp In @narendramodi Era why not make it digital payment for licence plates and system will generate ID no when to collect the plate.Keep target for 15/3 

Middleman mess gone BTW please also ensure eradication of fancy plates 
 
#SimpleSolution https://t.co/MOHBKeYr8p"
91,2018-01-05 03:18:13+00:00,HARDIK_OM_3,"@vijayrupanibjp 
Sir pls release payment of ground nut to farmers. Pls pls pls"
92,2018-01-05 02:46:27+00:00,amrat_c,@vijayrupanibjp Very good sir
93,2018-01-05 02:13:37+00:00,Valleydmello3,@vijayrupanibjp Gujarati people face many literacy and numeracy media last year published  80 cent under education people living
94,2018-01-05 02:09:55+00:00,BjpShashiYadav,@vijayrupanibjp Very good sir
95,2018-01-05 01:57:20+00:00,GrishmaGujarati,@vijayrupanibjp Sir plz help  Ambaji BJP's mahila morcha pramukh chhayaben  upadhyay is in trouble sir i m her daughter grishma i need ur help sir plz do something....she did not do anything wrong sir....contact 9909290851
96,2018-01-04 20:42:26+00:00,SKBhard55931653,"@vijayrupanibjp Very nice 
Good going well played
Congratulations"
97,2018-01-04 19:32:12+00:00,rameshc14062779,@vijayrupanibjp Great positive news for the country and economy
98,2018-01-04 18:56:05+00:00,AMITUPA00229527,@vijayrupanibjp Thanks to make a gin gov in Gujarat
99,2018-01-04 18:20:19+00:00,samikm_2003,"@vijayrupanibjp 
@VasundharaBJP 
@ChouhanShivraj 
@BSYBJP 
@drramansingh 
Warning message. https://t.co/bjhGrU61YU"
100,2018-01-04 17:46:17+00:00,KChandr62481211,"@vijayrupanibjp No Understand, But Modi ji Standard PM of India....."
101,2018-01-04 17:21:53+00:00,VijaySChaudhar7,@vijayrupanibjp Very good sir
102,2018-01-04 17:19:05+00:00,sagaruvach,"@vijayrupanibjp Dear Sir, please please work on providing best quality public schools and people of Gujarat will vote for you for next 20 years! Increase education budget by manifold if required and improve schools infrastructure in villages."
103,2018-01-04 17:14:43+00:00,PParingi,@vijayrupanibjp Nice
104,2018-01-04 17:04:34+00:00,gupta27saurabh,@vijayrupanibjp congratulations sir for becoming the cm of gujarat
105,2018-01-04 17:02:30+00:00,ArunBaj39902009,@vijayrupanibjp @narendramodi @PMOIndia Congratulation
106,2018-01-04 16:45:07+00:00,EthanIndigo,"@vijayrupanibjp The Matrix of Four is metaphilosophy. The number four, by way of the duality of polarity, is at the base of so many sacred systems, Kabalah, Yin Yang, and Aum for example, that to comprehend it is to better comprehend entirety. https://t.co/aNgI9NMrBT"
107,2018-01-04 16:44:42+00:00,jiva_vadher,@vijayrupanibjp Just argue to people of Gujarat to read books 📚 special literature it will be award 🥇 to gujarati authors 🙏
108,2018-01-04 16:40:33+00:00,Arunava46424525,@vijayrupanibjp Good Picture.Good Night
109,2018-01-04 16:38:51+00:00,shambhu24071987,@vijayrupanibjp @narendramodi Thanks
110,2018-01-04 16:32:29+00:00,JanardanMagan,"@vijayrupanibjp please provide good security services in the sola civil hospital ,,some thief's are robbery here /4 cell phones lost last night in 9th floor male ward. Please include CCTV in every ward,,,,bcz I vote you sir ,,jai hind ( your lovely MAGAN soni"
111,2018-01-04 15:29:41+00:00,PatiChinmaya,@vijayrupanibjp Plz delete hardik words .its irritate me😇😇😇😇
112,2018-01-04 15:21:27+00:00,RavinderranaRa1,@vijayrupanibjp Good job
113,2018-01-04 15:11:40+00:00,Apurva1953,"@vijayrupanibjp  DONOT NEGOTIATE WITH BARGAINER ,ITS WRONG PRESIDENT.
ALL NEGATIVE FORCES ARE EXPOSED.
PEOPLE OF GUJARAT IS WITH BJP, YOU &amp; MODIJI."
114,2018-01-04 14:37:45+00:00,PansuriaJ,"@vijayrupanibjp sir, have any approval for gpsc class 1 &amp;2 recruitment in year 2018 given by you?"
115,2018-01-04 13:58:06+00:00,DipsNathwani,@vijayrupanibjp Sir i think you should now think on fix pay system abolition
116,2018-01-04 13:56:26+00:00,KapildaveTOI,@vijayrupanibjp inaugurates new Food Research Laboratory at Gandhinagar to check adulteration in PDS food.@timesofindia
117,2018-01-04 13:52:45+00:00,KapildaveTOI,"@vijayrupanibjp ordered to extent time limit for installing HSNPs  extended by one-month, till Feb-15.@timesofindia"
118,2018-01-04 13:04:02+00:00,JanardanMagan,"@vijayrupanibjp some thief's available here with  unresponsive staff sola civil hospital. I am lost my cell and shoes. Please making CCTV in all in the general ward's ...,,,,,I am in 9th floor,,,,,jai hind"
119,2018-01-04 12:51:04+00:00,sourabhkodmart1,@vijayrupanibjp @narendramodi Sir ji Gujarat ma electricity dep wala loko reconnection ( new connection)  mate 20k commission na mage che su aa Gujarat model che if thn kindly its better tht your gov kill common man and small scale traders.
120,2018-01-04 11:59:44+00:00,Girishk67034203,@vijayrupanibjp Very good.
121,2018-01-04 10:06:46+00:00,GohilMayurbhai,@vijayrupanibjp Sir please give equal fix pay to the grant in aid school teachers.
122,2018-01-04 09:07:35+00:00,KonJaatHoTum,@vijayrupanibjp show sone spine...u were unable to stop Patel riots but atleast now stop this...Remember People will not give grace marks in future like this time. https://t.co/Xss53SfONn
123,2018-01-04 08:58:44+00:00,gmshashi,"@vijayrupanibjp @CMofKarnataka @siddaramaiah , Dear sir when will be the private schools fee regulation Willbe implemented in Karnataka parents are looking for your help pls."
124,2018-01-04 08:24:33+00:00,chayalml,"@vijayrupanibjp @CMOGuj Prof. Of Surgery Dr Alpesh Bipin Amin of Civil Hospital Ahmedabad Own illegal,Khushi Women Care Hospital in ResidentialZone of Maninagar,openly Practise. @AhmedabadAMC,South Zone admits it is illegal but do not order to close it due to corruption.Pl Help."
125,2018-01-04 07:40:46+00:00,VijayRPatel9,@vijayrupanibjp Good sir
126,2018-01-04 06:42:50+00:00,Ranjana67550767,@vijayrupanibjp Nice
127,2018-01-04 06:34:06+00:00,gayen_arabinda,@vijayrupanibjp Good
128,2018-01-04 06:04:38+00:00,aisectfi,@vijayrupanibjp @narendramodi Great
129,2018-01-04 05:49:35+00:00,WaghSantosh7,@vijayrupanibjp Good morning sir https://t.co/mUE2scEJxm
130,2018-01-04 05:34:30+00:00,Rohanjo88138876,@vijayrupanibjp Brilliant
131,2018-01-04 04:44:54+00:00,drnswami,@vijayrupanibjp Supporting a Digital Gujarat - want to offer a free Artificially Intelligent Initiative to the state. How do we go about doing it?
132,2018-01-04 04:22:31+00:00,Tripath94630404,"@vijayrupanibjp sir ,Adhar card linking is so  imp ,getting  adhar card is so difficult ...in Que at  gathlodiya municipal centre  4m7:30am"
133,2018-01-04 04:12:29+00:00,DineshBhartia,@vijayrupanibjp You hv taken charge of Gujarat once again but failed earlier to provide safety of commuters on road. Please look into get the rule enforced firmly secondly roads all along are in good shape and this also needs ur attention Hope we get positive action from you https://t.co/rMVhZiPinS
134,2018-01-04 03:43:07+00:00,DIPALSEVAK,@vijayrupanibjp @mpvadodara @Nitinbhai_Patel @narendramodi Dealers charge higher amount .and request to extend deadline.it is  very  short notice. https://t.co/whIOm7kV2p
135,2018-01-04 02:28:09+00:00,prasadthevarkat,@vijayrupanibjp Atalji's quality was that he was a product of RSS
136,2018-01-04 02:01:58+00:00,PatKiranbhai,"@vijayrupanibjp @CMOGuj coal import with bill in morbi , sale coal without bill to coal gasifier - amount in crores of rupee . Coal gasifier give CANCER to public and black money corrupt enjoy but why gov helpless to stop that coal gasifier SCANDAL ? SMELL something FISHY ?"
137,2018-01-04 01:27:19+00:00,PatKiranbhai,"@vijayrupanibjp @INCGujarat @CMOGuj @PMOIndia @narendramodi ji where is corruption free gov when already 5 committee clear stop coal gasifier in morbi dismantle but coal importer and corrupt make many people helpless and till today openly run in morbi , GPCB enjoy all drama ?"
138,2018-01-03 22:08:28+00:00,oc9vXA8x8RobaFP,@vijayrupanibjp Congratulation
139,2018-01-03 17:56:29+00:00,PilojparaHardik,"@vijayrupanibjp You must learn from this, make visible pro people action https://t.co/eCqPwFgYlX"
140,2018-01-03 16:42:49+00:00,PatKiranbhai,@vijayrupanibjp @CMOGuj @ChaudhryShankar who is trying and give pressure on GPCB to continue corruption and don’t act to coal gasifier morbi ? Request to all corrupt all underground water and air give CANCER shortly pls stop corrupt &amp; save morbi public pls. Old corrupt don’t try.
141,2018-01-03 16:32:42+00:00,HmtKdbmAbr,"@vijayrupanibjp we request u to pass Himatnagar Khedbrahma @AmbajiTemple Railway, plz bring railways to pilgrim temple. @PiyushGoyal https://t.co/jhTI50qTjZ"
142,2018-01-03 15:52:10+00:00,Arvindk11111111,@vijayrupanibjp Thanks sir
143,2018-01-03 14:55:50+00:00,chandrahasp,@vijayrupanibjp @rajnathsingh @PMOIndia Some anti national elements trying to Import Maharashtra riots in Gujarat.. Request take action with Iron hand and not allow any loss of Public property or Working hours.. Gujarat public don't want any cast based movement.
144,2018-01-03 14:35:34+00:00,saileshbhairaj1,@vijayrupanibjp @BJP4India @BJP4Gujarat jay ho b j p
145,2018-01-03 14:21:30+00:00,VajaSudhir,"@vijayrupanibjp Sir I'm sudhir vaja i have proud that you're the CM of Gujarata but there is one problem in my life i have studied fy bcom and right now i job less I'm doing driver's job before but right now I'm jobless please help me sir please
 @vijayrupanibjp"
146,2018-01-03 14:14:44+00:00,Sanjayrai1978,"@vijayrupanibjp our society road still pending, pls help.Valsad, madhu mani park"
147,2018-01-03 13:21:37+00:00,Hemang1967,"@vijayrupanibjp Sir, Surat needs International flights do needful https://t.co/9hADHLnQ8r"
148,2018-01-03 12:29:13+00:00,agarwal_sushiil,@vijayrupanibjp The development of vadtal Bus stand is good for all round dev.of nearby areas including Dakor and pilgrimage comfort.
149,2018-01-03 11:57:06+00:00,KachhiaMehul,@vijayrupanibjp Happywala 2018
150,2018-01-03 11:10:51+00:00,Brijeshkanani09,@vijayrupanibjp Nice work sir...
151,2018-01-03 10:42:26+00:00,AMITKUMAR1402,"@vijayrupanibjp @CMOGuj  @bharatpandyabjp @GSTV_NEWS @VtvGujarati @abpasmitatv 
I regret to inform that, We still not found any information of the girl of our community after  reported  to police more then 7dys (Jetpur Rajkot Gujarat)
Plz look in the matr
https://t.co/GXTs3nxlXs"
152,2018-01-03 10:37:31+00:00,DhruvishPatel17,@vijayrupanibjp Nice sir
153,2018-01-03 10:35:02+00:00,Ajaysain_vad,"@vijayrupanibjp @MORTHIndia, Need proper support to implement Govt new initiative of #HSRP. There are very less dealers first of all, Many of approved dealers are charging upto Rs. 1000 for a pair of HSRP for car compared to govt price of Rs. 400"
154,2018-01-03 10:12:31+00:00,meenadixit7,@vijayrupanibjp Happy new year
155,2018-01-03 09:41:50+00:00,ibphubssearch,"@vijayrupanibjp EVERY ONE HAS THEIR QUESTION
WHERE I CAN GET BEST PRODUCT WHERE I SHOULD SEARCH?? 
Key for all.. #ibphub.com https://t.co/aOeyvnhTQF"
156,2018-01-03 09:17:50+00:00,Virendraahd1,@vijayrupanibjp Let go Green to transform Edu- Cash-on into Education https://t.co/NF0zSEwU22
157,2018-01-03 08:45:08+00:00,Piyush210971,"@vijayrupanibjp No minister's from baroda sir!!
What a balance ministry"
158,2018-01-03 06:22:15+00:00,congratsbot,@vijayrupanibjp congratulations!
159,2018-01-03 06:22:15+00:00,rpru123,@vijayrupanibjp Congrats sir .. pls visit other cities too surat brd etc CM for all gujarat
160,2018-01-03 05:29:36+00:00,LavdiyaBhavesh,@vijayrupanibjp Good
161,2018-01-03 05:12:40+00:00,VishnuC89819419,@vijayrupanibjp Supper sir
162,2018-01-03 04:48:57+00:00,BhadarkaRavi,@vijayrupanibjp seam to you
163,2018-01-03 03:50:46+00:00,kumarbrajnandan,@vijayrupanibjp Thanks and wishing you a very happy new Year 2018
164,2018-01-03 03:22:32+00:00,PratiikMalhotra,"@vijayrupanibjp Sir why Surat City Police is not on Social Media?? This can bridge the cap between Police and Public. Maharashtra Police is really good at it. (reference pic attached) Pls ask our forces to be om social media, Youth can easily get in touch with them. https://t.co/4SRUPwJT0H"
165,2018-01-03 03:08:19+00:00,imneeravpandya,@vijayrupanibjp @narendramodi @OfficeOfRG What we are hiring under #Anamat as Teacher who himself not know how to solve books problem? And future of students is in these hands? Stiff and honest eligibility test required for existing teaching staff if we want bright future https://t.co/qGW3pRy36i
166,2018-01-03 02:42:40+00:00,chetan_khandhar,@vijayrupanibjp Jay Hind BJP win in 2019
167,2018-01-03 02:37:27+00:00,Heerala98154008,@vijayrupanibjp @drharshvardhan Congratulations sir
168,2018-01-03 02:35:35+00:00,arvindg1970,@vijayrupanibjp @CMOGuj Need to investigate and penalize the real accused.Not for the formalities only. https://t.co/PSrCh9yum2
